perturbed_gene,condition,reg_class,measured_gene,log_fc,lfcSE,theta_post_mean,theta_post_sd,p_effect_positive,p_abs_effect_gt_1p5x
WAC,Stim8hr,Repro-promoted,CASTOR1,-1.367,0.406,-0.889,0.327,0.003,0.823
WAC,Stim8hr,Repro-promoted,DBNDD2,1.129,0.249,0.939,0.227,1.0,0.941
WAC,Stim8hr,Repro-promoted,CISD3,-0.898,0.104,-0.867,0.102,0.0,0.997
SETDB1,Rest,Repro-promoted,GIPR,2.035,0.554,1.017,0.391,0.995,0.865
SETDB1,Rest,Repro-promoted,ZNF200,0.799,0.065,0.788,0.065,1.0,0.999
SETDB1,Rest,Repro-promoted,ZNF582,1.531,0.195,1.362,0.184,1.0,1.0
SETDB1,Rest,Repro-promoted,FHL1,1.619,0.379,1.102,0.313,1.0,0.951
SETDB1,Rest,Repro-promoted,TYMP,0.838,0.168,0.767,0.161,1.0,0.872
SETDB1,Rest,Repro-promoted,SPATA7,0.905,0.195,0.805,0.184,1.0,0.885
SETDB1,Rest,Repro-promoted,KIF26A,5.298,0.81,1.686,0.457,1.0,0.992
SETDB1,Rest,Repro-promoted,STAG3,2.194,0.3,1.697,0.263,1.0,1.0
SETDB1,Rest,Repro-promoted,PRKCZ,1.301,0.331,0.958,0.284,1.0,0.905
SETDB1,Rest,Repro-promoted,NEDD4,0.878,0.147,0.819,0.142,1.0,0.95
SETDB1,Rest,Repro-promoted,ALPK1,0.998,0.255,0.824,0.231,1.0,0.849
SETDB1,Rest,Repro-promoted,P2RX5,1.323,0.176,1.201,0.168,1.0,1.0
SETDB1,Rest,Repro-promoted,HSD17B14,1.082,0.309,0.825,0.27,0.999,0.814
SETDB1,Rest,Repro-promoted,LPCAT2,1.888,0.495,1.048,0.369,0.998,0.895
SETDB1,Rest,Repro-promoted,CASS4,1.166,0.326,0.866,0.281,0.999,0.842
SETDB1,Rest,Repro-promoted,LZTS3,1.264,0.362,0.885,0.303,0.998,0.839
SETDB1,Rest,Repro-promoted,ADA2,0.798,0.111,0.768,0.109,1.0,0.953
SETDB1,Rest,Repro-promoted,PLTP,1.748,0.524,0.922,0.38,0.992,0.812
SETDB1,Rest,Repro-promoted,TIMP1,0.844,0.143,0.791,0.139,1.0,0.931
SETDB1,Rest,Repro-promoted,SMPD3,1.142,0.324,0.85,0.28,0.999,0.828
SETDB1,Rest,Repro-promoted,BMF,0.953,0.199,0.844,0.187,1.0,0.917
SETDB1,Rest,Repro-promoted,ARHGEF10,1.819,0.353,1.292,0.298,1.0,0.991
SETDB1,Rest,Repro-promoted,LYL1,-1.426,0.401,-0.935,0.325,0.002,0.859
SETDB1,Rest,Repro-promoted,CLEC11A,1.818,0.362,1.273,0.303,1.0,0.988
SETDB1,Rest,Repro-promoted,SIGLEC6,1.341,0.377,0.916,0.312,0.998,0.856
SETDB1,Rest,Repro-promoted,ZNF175,1.048,0.174,0.954,0.166,1.0,0.987
SETDB1,Rest,Repro-promoted,ISYNA1,1.797,0.22,1.552,0.205,1.0,1.0
SETDB1,Rest,Repro-promoted,CLIP2,1.387,0.404,0.904,0.326,0.997,0.836
SETDB1,Rest,Repro-promoted,SPIN1,0.72,0.097,0.699,0.096,1.0,0.883
SETDB1,Rest,Repro-promoted,DCUN1D4,2.133,0.067,2.102,0.067,1.0,1.0
SETDB1,Rest,Repro-promoted,SLC2A9,2.01,0.299,1.556,0.263,1.0,1.0
SETDB1,Rest,Repro-promoted,RNF130,1.111,0.306,0.851,0.268,0.999,0.84
SETDB1,Rest,Repro-promoted,OTOF,1.814,0.517,0.968,0.378,0.995,0.845
SETDB1,Rest,Repro-promoted,REEP6,1.04,0.263,0.848,0.238,1.0,0.866
SETDB1,Rest,Repro-promoted,FAAH,1.484,0.288,1.168,0.256,1.0,0.989
SETDB1,Rest,Repro-promoted,ESYT2,0.975,0.067,0.961,0.066,1.0,1.0
SETDB1,Rest,Repro-promoted,ZFP30,0.995,0.127,0.946,0.124,1.0,0.998
SETDB1,Rest,Repro-promoted,ZSCAN18,6.841,0.75,2.41,0.445,1.0,1.0
SETDB1,Rest,Repro-promoted,DEPDC7,1.639,0.407,1.064,0.328,0.999,0.928
SETDB1,Rest,Repro-promoted,LRIF1,1.092,0.062,1.078,0.062,1.0,1.0
SETDB1,Rest,Repro-promoted,ZC4H2,-1.856,0.17,-1.697,0.162,0.0,1.0
SETDB1,Rest,Repro-promoted,SYNGR3,1.259,0.25,1.046,0.228,1.0,0.979
SETDB1,Rest,Repro-promoted,RIBC2,1.183,0.29,0.928,0.257,1.0,0.909
SETDB1,Rest,Repro-promoted,MTUS1,1.528,0.4,1.003,0.324,0.999,0.902
SETDB1,Rest,Repro-promoted,CAMSAP1,-0.744,0.111,-0.715,0.109,0.0,0.884
SETDB1,Rest,Repro-promoted,UBAC1,-0.675,0.074,-0.663,0.073,0.0,0.856
SETDB1,Rest,Repro-promoted,PNPLA7,0.929,0.196,0.826,0.184,1.0,0.905
SETDB1,Rest,Repro-promoted,ZNF141,0.739,0.089,0.72,0.088,1.0,0.938
SETDB1,Rest,Repro-promoted,CA6,1.343,0.269,1.087,0.242,1.0,0.981
SETDB1,Rest,Repro-promoted,ZNF132,0.822,0.143,0.771,0.138,1.0,0.911
SETDB1,Rest,Repro-promoted,ZNF20,1.162,0.23,0.99,0.213,1.0,0.972
SETDB1,Rest,Repro-promoted,BRME1,1.421,0.291,1.114,0.257,1.0,0.98
SETDB1,Rest,Repro-promoted,ATP8A2,1.8,0.443,1.097,0.346,0.999,0.931
SETDB1,Rest,Repro-promoted,PRAM1,1.266,0.372,0.872,0.309,0.998,0.824
SETDB1,Rest,Repro-promoted,PDE6B,0.99,0.167,0.907,0.16,1.0,0.978
SETDB1,Rest,Repro-promoted,SLC43A3,-0.844,0.173,-0.769,0.165,0.0,0.867
SETDB1,Rest,Repro-promoted,MAP7,-1.465,0.407,-0.95,0.328,0.002,0.867
SETDB1,Rest,Repro-promoted,ARRB1,0.818,0.179,0.74,0.17,1.0,0.819
SETDB1,Rest,Repro-promoted,TMPRSS13,1.129,0.197,1.003,0.185,1.0,0.988
SETDB1,Rest,Repro-promoted,SDSL,1.728,0.446,1.048,0.347,0.999,0.909
SETDB1,Rest,Repro-promoted,NEIL1,4.804,0.385,3.239,0.316,1.0,1.0
SETDB1,Rest,Repro-promoted,CYP1A1,1.84,0.527,0.966,0.382,0.994,0.841
SETDB1,Rest,Repro-promoted,FURIN,-0.776,0.099,-0.752,0.097,0.0,0.956
SETDB1,Rest,Repro-promoted,ZCCHC14,0.894,0.217,0.775,0.202,1.0,0.826
SETDB1,Rest,Repro-promoted,TIGD7,1.113,0.141,1.045,0.137,1.0,1.0
SETDB1,Rest,Repro-promoted,GAS8,1.21,0.237,1.023,0.218,1.0,0.978
SETDB1,Rest,Repro-promoted,ZNF287,1.259,0.186,1.131,0.176,1.0,0.999
SETDB1,Rest,Repro-promoted,SECTM1,1.082,0.286,0.854,0.254,1.0,0.855
SETDB1,Rest,Repro-promoted,PLPP2,3.498,0.546,1.774,0.389,1.0,0.999
SETDB1,Rest,Repro-promoted,ZIM3,2.431,0.242,2.042,0.222,1.0,1.0
SETDB1,Rest,Repro-promoted,IFITM3,1.588,0.308,1.213,0.269,1.0,0.99
SETDB1,Rest,Repro-promoted,PGGHG,1.014,0.263,0.827,0.237,1.0,0.846
SETDB1,Rest,Repro-promoted,SETDB1,-2.582,0.094,-2.509,0.093,0.0,1.0
SETDB1,Rest,Repro-promoted,ZNF92,0.898,0.066,0.886,0.066,1.0,1.0
SETDB1,Rest,Repro-promoted,EPS8,-1.327,0.383,-0.897,0.315,0.002,0.839
SETDB1,Rest,Repro-promoted,ZNF547,1.235,0.162,1.138,0.155,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF256,0.984,0.122,0.938,0.12,1.0,0.998
SETDB1,Rest,Repro-promoted,ZNF117,1.295,0.123,1.234,0.12,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF599,1.072,0.172,0.978,0.164,1.0,0.992
SETDB1,Rest,Repro-promoted,OBSCN,1.892,0.257,1.556,0.233,1.0,1.0
SETDB1,Rest,Repro-promoted,AFF2,2.304,0.659,0.954,0.424,0.988,0.808
SETDB1,Rest,Repro-promoted,FRRS1,1.161,0.345,0.836,0.293,0.998,0.805
SETDB1,Rest,Repro-promoted,ZNF221,1.068,0.283,0.847,0.252,1.0,0.851
SETDB1,Rest,Repro-promoted,SLC37A1,1.375,0.331,1.013,0.284,1.0,0.934
SETDB1,Rest,Repro-promoted,PDE9A,1.949,0.343,1.407,0.292,1.0,0.998
SETDB1,Rest,Repro-promoted,LY6E,0.779,0.068,0.767,0.068,1.0,0.997
SETDB1,Rest,Repro-promoted,ZNF382,1.241,0.143,1.163,0.138,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF577,1.517,0.173,1.382,0.165,1.0,1.0
SETDB1,Rest,Repro-promoted,SYCE2,0.954,0.165,0.876,0.158,1.0,0.968
SETDB1,Rest,Repro-promoted,ZNF75A,1.053,0.062,1.04,0.062,1.0,1.0
SETDB1,Rest,Repro-promoted,SGCB,1.036,0.118,0.991,0.116,1.0,1.0
SETDB1,Rest,Repro-promoted,SLC9B1,1.38,0.356,0.977,0.299,0.999,0.905
SETDB1,Rest,Repro-promoted,FAAH2,2.149,0.313,1.628,0.273,1.0,1.0
SETDB1,Rest,Repro-promoted,TRIM44,0.678,0.077,0.665,0.076,1.0,0.853
SETDB1,Rest,Repro-promoted,ZMAT1,1.635,0.244,1.368,0.223,1.0,1.0
SETDB1,Rest,Repro-promoted,CENPV,-0.91,0.235,-0.771,0.217,0.0,0.804
SETDB1,Rest,Repro-promoted,ATF7IP2,0.906,0.111,0.871,0.109,1.0,0.996
SETDB1,Rest,Repro-promoted,ZNF606,1.207,0.118,1.155,0.115,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF610,3.933,0.365,2.742,0.305,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF83,1.283,0.162,1.181,0.156,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF558,1.023,0.126,0.973,0.123,1.0,0.999
SETDB1,Rest,Repro-promoted,ZNF30,1.396,0.213,1.216,0.199,1.0,0.999
SETDB1,Rest,Repro-promoted,LRATD2,-1.757,0.234,-1.491,0.216,0.0,1.0
SETDB1,Rest,Repro-promoted,NSG1,2.231,0.287,1.76,0.254,1.0,1.0
SETDB1,Rest,Repro-promoted,IRS1,1.205,0.212,1.051,0.198,1.0,0.991
SETDB1,Rest,Repro-promoted,ZNF354A,1.072,0.131,1.015,0.128,1.0,1.0
SETDB1,Rest,Repro-promoted,SMAGP,-1.005,0.246,-0.839,0.225,0.0,0.871
SETDB1,Rest,Repro-promoted,ZNF160,0.728,0.097,0.706,0.096,1.0,0.896
SETDB1,Rest,Repro-promoted,KCNMB3,1.204,0.269,0.973,0.242,1.0,0.946
SETDB1,Rest,Repro-promoted,FAM241B,1.099,0.255,0.907,0.231,1.0,0.918
SETDB1,Rest,Repro-promoted,ZNF440,1.461,0.248,1.216,0.227,1.0,0.997
SETDB1,Rest,Repro-promoted,ZNF562,1.52,0.071,1.496,0.07,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF274,1.36,0.078,1.333,0.078,1.0,1.0
SETDB1,Rest,Repro-promoted,ZIK1,0.807,0.12,0.771,0.118,1.0,0.943
SETDB1,Rest,Repro-promoted,ATF7IP,0.66,0.045,0.656,0.045,1.0,0.942
SETDB1,Rest,Repro-promoted,ZNF540,2.341,0.337,1.709,0.288,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF570,0.785,0.1,0.76,0.099,1.0,0.962
SETDB1,Rest,Repro-promoted,ZNF57,2.003,0.264,1.632,0.238,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF680,1.369,0.074,1.345,0.073,1.0,1.0
SETDB1,Rest,Repro-promoted,RAPH1,-1.133,0.304,-0.87,0.267,0.001,0.857
SETDB1,Rest,Repro-promoted,ZNF483,0.971,0.251,0.806,0.229,1.0,0.833
SETDB1,Rest,Repro-promoted,CD7,0.768,0.143,0.72,0.138,1.0,0.835
SETDB1,Rest,Repro-promoted,MGA,0.732,0.063,0.722,0.063,1.0,0.986
SETDB1,Rest,Repro-promoted,ZNF497,1.785,0.498,0.986,0.37,0.996,0.861
SETDB1,Rest,Repro-promoted,RESF1,1.415,0.073,1.39,0.072,1.0,1.0
SETDB1,Rest,Repro-promoted,ADGRE1,2.111,0.573,1.019,0.398,0.995,0.863
SETDB1,Rest,Repro-promoted,C19orf18,3.317,0.451,1.992,0.35,1.0,1.0
SETDB1,Rest,Repro-promoted,FAM20C,6.025,0.483,3.421,0.364,1.0,1.0
SETDB1,Rest,Repro-promoted,SOX12,1.529,0.385,1.03,0.316,0.999,0.92
SETDB1,Rest,Repro-promoted,ZNF354C,1.048,0.161,0.966,0.155,1.0,0.993
SETDB1,Rest,Repro-promoted,ODF3B,0.968,0.199,0.856,0.188,1.0,0.926
SETDB1,Rest,Repro-promoted,ZNF223,3.608,0.863,1.052,0.466,0.988,0.842
SETDB1,Rest,Repro-promoted,ZNF154,2.515,0.442,1.535,0.346,1.0,0.997
SETDB1,Rest,Repro-promoted,ZNF571,2.29,0.274,1.84,0.245,1.0,1.0
SETDB1,Rest,Repro-promoted,GPR157,1.057,0.255,0.871,0.232,1.0,0.892
SETDB1,Rest,Repro-promoted,ZFP3,1.519,0.157,1.406,0.151,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF792,1.081,0.079,1.059,0.078,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF572,1.888,0.332,1.388,0.285,1.0,0.998
SETDB1,Rest,Repro-promoted,ZFP82,1.385,0.146,1.294,0.141,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF329,2.893,0.228,2.475,0.211,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF101,0.825,0.075,0.81,0.074,1.0,0.999
SETDB1,Rest,Repro-promoted,LDOC1,1.51,0.356,1.069,0.299,1.0,0.947
SETDB1,Rest,Repro-promoted,SPACA6,1.885,0.257,1.55,0.233,1.0,1.0
SETDB1,Rest,Repro-promoted,FES,-1.118,0.235,-0.947,0.217,0.0,0.953
SETDB1,Rest,Repro-promoted,COL18A1,1.746,0.471,1.012,0.359,0.998,0.883
SETDB1,Rest,Repro-promoted,ZNF320,2.688,0.25,2.233,0.228,1.0,1.0
SETDB1,Rest,Repro-promoted,BEGAIN,1.836,0.466,1.073,0.357,0.999,0.915
SETDB1,Rest,Repro-promoted,CLDN5,-1.502,0.456,-0.894,0.352,0.006,0.81
SETDB1,Rest,Repro-promoted,PROS1,4.008,0.54,2.052,0.387,1.0,1.0
SETDB1,Rest,Repro-promoted,ZFP90,1.048,0.088,1.023,0.087,1.0,1.0
SETDB1,Rest,Repro-promoted,NRBP2,1.499,0.182,1.352,0.173,1.0,1.0
SETDB1,Rest,Repro-promoted,IFITM2,0.817,0.167,0.748,0.16,1.0,0.846
SETDB1,Rest,Repro-promoted,IL3RA,1.164,0.279,0.928,0.249,1.0,0.916
SETDB1,Rest,Repro-promoted,ADAMTSL5,1.298,0.388,0.87,0.318,0.997,0.815
SETDB1,Rest,Repro-promoted,ZNF829,1.054,0.15,0.982,0.145,1.0,0.997
SETDB1,Rest,Repro-promoted,IFITM1,0.881,0.163,0.811,0.156,1.0,0.926
SETDB1,Rest,Repro-promoted,ZNF566,0.825,0.111,0.793,0.109,1.0,0.972
SETDB1,Rest,Repro-promoted,ZNF284,1.061,0.217,0.92,0.202,1.0,0.952
SETDB1,Rest,Repro-promoted,ZNF555,4.398,0.411,2.835,0.33,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF501,1.676,0.211,1.463,0.197,1.0,1.0
SETDB1,Rest,Repro-promoted,ZFP69,1.284,0.15,1.197,0.145,1.0,1.0
SETDB1,Rest,Repro-promoted,ZSCAN23,1.345,0.376,0.92,0.311,0.998,0.859
SETDB1,Rest,Repro-promoted,ZNF626,1.912,0.181,1.727,0.172,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF793,4.401,0.358,3.105,0.3,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF559,0.949,0.113,0.911,0.111,1.0,0.998
SETDB1,Rest,Repro-promoted,H3-5,2.131,0.449,1.286,0.348,1.0,0.978
SETDB1,Rest,Repro-promoted,ZNF177,2.155,0.305,1.654,0.267,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF563,2.539,0.331,1.871,0.284,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF573,1.437,0.17,1.313,0.162,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF600,1.529,0.177,1.387,0.169,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF681,1.477,0.168,1.352,0.161,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF493,1.128,0.096,1.095,0.094,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF605,1.022,0.111,0.982,0.109,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF502,2.517,0.292,1.969,0.258,1.0,1.0
SETDB1,Rest,Repro-promoted,MAML3,2.525,0.511,1.362,0.376,1.0,0.981
SETDB1,Rest,Repro-promoted,ZFP28,4.638,0.393,3.081,0.321,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF585A,1.65,0.18,1.491,0.172,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF470,1.756,0.172,1.602,0.164,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF441,2.116,0.275,1.698,0.246,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF682,1.77,0.188,1.587,0.178,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF772,1.046,0.183,0.942,0.174,1.0,0.98
SETDB1,Rest,Repro-promoted,ZNF257,1.208,0.286,0.953,0.254,1.0,0.926
SETDB1,Rest,Repro-promoted,ZNF98,3.048,0.599,1.405,0.406,1.0,0.978
SETDB1,Rest,Repro-promoted,STMN3,-1.711,0.228,-1.463,0.211,0.0,1.0
SETDB1,Rest,Repro-promoted,CCDC154,1.894,0.51,1.024,0.375,0.997,0.879
SETDB1,Rest,Repro-promoted,ZNF841,0.772,0.104,0.746,0.102,1.0,0.943
SETDB1,Rest,Repro-promoted,CFD,1.952,0.271,1.574,0.244,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF461,1.058,0.184,0.953,0.174,1.0,0.983
SETDB1,Rest,Repro-promoted,ZNF44,1.098,0.104,1.061,0.102,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF790,1.18,0.123,1.125,0.12,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF677,3.497,0.333,2.567,0.285,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF823,1.34,0.251,1.111,0.229,1.0,0.989
SETDB1,Rest,Repro-promoted,ZNF347,5.374,0.613,2.413,0.411,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF649,0.714,0.111,0.686,0.109,1.0,0.823
SETDB1,Rest,Repro-promoted,ZNF544,0.899,0.098,0.872,0.096,1.0,0.999
SETDB1,Rest,Repro-promoted,ZNF251,0.824,0.159,0.761,0.153,1.0,0.876
SETDB1,Rest,Repro-promoted,ZNF607,2.711,0.289,2.131,0.256,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF485,1.304,0.293,1.018,0.259,1.0,0.953
SETDB1,Rest,Repro-promoted,ZNF813,1.659,0.192,1.482,0.181,1.0,1.0
SETDB1,Rest,Repro-promoted,NRARP,2.097,0.448,1.266,0.348,1.0,0.975
SETDB1,Rest,Repro-promoted,ZNF583,0.896,0.133,0.848,0.129,1.0,0.979
SETDB1,Rest,Repro-promoted,ZNF568,0.895,0.126,0.851,0.123,1.0,0.985
SETDB1,Rest,Repro-promoted,ZNF808,0.715,0.091,0.696,0.09,1.0,0.891
SETDB1,Rest,Repro-promoted,ZNF43,1.065,0.113,1.022,0.111,1.0,1.0
SETDB1,Rest,Repro-promoted,PPP1R14C,3.297,0.643,1.404,0.419,1.0,0.975
SETDB1,Rest,Repro-promoted,RUSC2,1.684,0.289,1.323,0.256,1.0,0.998
SETDB1,Rest,Repro-promoted,VWA7,1.389,0.411,0.895,0.33,0.997,0.826
SETDB1,Rest,Repro-promoted,CRLF2,1.354,0.369,0.937,0.307,0.999,0.874
SETDB1,Rest,Repro-promoted,COLQ,1.143,0.241,0.96,0.221,1.0,0.955
SETDB1,Rest,Repro-promoted,ZNF254,1.088,0.103,1.052,0.101,1.0,1.0
SETDB1,Rest,Repro-promoted,GPC2,1.59,0.262,1.299,0.237,1.0,0.999
SETDB1,Rest,Repro-promoted,ZNF888,2.723,0.311,2.069,0.271,1.0,1.0
SETDB1,Rest,Repro-promoted,TAX1BP3,0.806,0.064,0.796,0.064,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF90,1.052,0.243,0.882,0.222,1.0,0.909
SETDB1,Rest,Repro-promoted,C17orf67,1.284,0.36,0.902,0.302,0.999,0.853
SETDB1,Rest,Repro-promoted,CEBPD,1.918,0.463,1.128,0.355,0.999,0.937
SETDB1,Rest,Repro-promoted,ZNF880,1.505,0.157,1.393,0.151,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF844,6.32,0.905,1.721,0.472,1.0,0.992
SETDB1,Rest,Repro-promoted,ZNF883,2.748,0.652,1.151,0.422,0.997,0.91
SETDB1,Rest,Repro-promoted,PATL2,1.248,0.23,1.065,0.212,1.0,0.988
SETDB1,Rest,Repro-promoted,ZNF492,2.531,0.346,1.82,0.293,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF879,1.468,0.209,1.285,0.195,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF736,0.978,0.12,0.934,0.118,1.0,0.998
SETDB1,Rest,Repro-promoted,IRGM,3.453,0.547,1.748,0.389,1.0,0.999
SETDB1,Rest,Repro-promoted,ZNF585B,1.82,0.152,1.692,0.147,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF718,0.98,0.126,0.932,0.123,1.0,0.998
SETDB1,Rest,Repro-promoted,ZNF260,0.74,0.083,0.724,0.082,1.0,0.956
SETDB1,Rest,Repro-promoted,SIGLEC12,2.902,0.732,1.056,0.441,0.992,0.857
SETDB1,Rest,Repro-promoted,ZNF10,1.523,0.18,1.377,0.171,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF486,1.033,0.131,0.978,0.127,1.0,0.999
SETDB1,Rest,Repro-promoted,ZNF253,1.293,0.115,1.239,0.112,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF625,1.848,0.289,1.453,0.256,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF850,1.133,0.128,1.076,0.124,1.0,1.0
SETDB1,Rest,Repro-promoted,ZNF285,2.675,0.479,1.529,0.362,1.0,0.995
SETDB1,Rest,Repro-promoted,ZNF595,1.258,0.242,1.056,0.222,1.0,0.983
SETDB1,Rest,Repro-promoted,PRAG1,2.247,0.205,1.976,0.192,1.0,1.0
SETDB1,Rest,Repro-promoted,FCGBP,1.211,0.34,0.88,0.289,0.999,0.846
SETDB1,Rest,Repro-promoted,TYW1B,1.68,0.483,0.954,0.364,0.996,0.845
SETDB1,Rest,Repro-promoted,SSTR3,1.668,0.418,1.063,0.333,0.999,0.924
SETDB1,Rest,Repro-promoted,ZNF229,3.918,0.577,1.877,0.399,1.0,0.999
WDR82,Stim8hr,Repro-promoted,PLXND1,1.737,0.485,0.983,0.365,0.996,0.862
WDR82,Stim8hr,Repro-promoted,TSPOAP1,3.185,0.168,2.916,0.161,1.0,1.0
WDR82,Stim8hr,Repro-promoted,MMP25,1.95,0.419,1.24,0.334,1.0,0.975
WDR82,Stim8hr,Repro-promoted,CD4,-0.835,0.142,-0.784,0.137,0.0,0.926
WDR82,Stim8hr,Repro-promoted,SLC38A5,-0.749,0.077,-0.735,0.077,0.0,0.975
WDR82,Stim8hr,Repro-promoted,SH2D2A,-1.208,0.113,-1.16,0.111,0.0,1.0
WDR82,Stim8hr,Repro-promoted,TG,3.981,0.641,1.701,0.419,1.0,0.996
WDR82,Stim8hr,Repro-promoted,CUL7,1.061,0.182,0.958,0.173,1.0,0.985
WDR82,Stim8hr,Repro-promoted,FOXP3,-2.302,0.654,-0.961,0.422,0.011,0.813
WDR82,Stim8hr,Repro-promoted,PPP1R3F,0.931,0.18,0.842,0.171,1.0,0.934
WDR82,Stim8hr,Repro-promoted,PSD,1.634,0.354,1.159,0.298,1.0,0.973
WDR82,Stim8hr,Repro-promoted,CA11,0.994,0.209,0.869,0.196,1.0,0.927
WDR82,Stim8hr,Repro-promoted,AHRR,0.902,0.175,0.82,0.167,1.0,0.921
WDR82,Stim8hr,Repro-promoted,CHI3L2,1.489,0.361,1.045,0.302,1.0,0.936
WDR82,Stim8hr,Repro-promoted,STAG3,2.085,0.417,1.33,0.333,1.0,0.987
WDR82,Stim8hr,Repro-promoted,PRKCZ,1.855,0.459,1.099,0.353,0.999,0.927
WDR82,Stim8hr,Repro-promoted,NUCB2,1.165,0.227,0.997,0.21,1.0,0.975
WDR82,Stim8hr,Repro-promoted,PFN2,1.714,0.393,1.139,0.321,1.0,0.958
WDR82,Stim8hr,Repro-promoted,SMG6,1.288,0.093,1.252,0.092,1.0,1.0
WDR82,Stim8hr,Repro-promoted,GSDMB,0.82,0.177,0.744,0.169,1.0,0.827
WDR82,Stim8hr,Repro-promoted,VPS9D1,1.209,0.211,1.056,0.197,1.0,0.992
WDR82,Stim8hr,Repro-promoted,CST7,-0.987,0.174,-0.898,0.166,0.0,0.97
WDR82,Stim8hr,Repro-promoted,LAMP3,0.878,0.188,0.787,0.178,1.0,0.873
WDR82,Stim8hr,Repro-promoted,CARMIL1,1.274,0.346,0.915,0.294,0.999,0.87
WDR82,Stim8hr,Repro-promoted,CLDND1,0.758,0.081,0.743,0.08,1.0,0.975
WDR82,Stim8hr,Repro-promoted,ZNF446,1.101,0.282,0.874,0.251,1.0,0.876
WDR82,Stim8hr,Repro-promoted,TRIP6,-1.148,0.219,-0.993,0.204,0.0,0.977
WDR82,Stim8hr,Repro-promoted,C3orf18,1.384,0.225,1.187,0.208,1.0,0.998
WDR82,Stim8hr,Repro-promoted,PHGDH,-1.401,0.41,-0.904,0.33,0.003,0.834
WDR82,Stim8hr,Repro-promoted,MFSD11,0.945,0.13,0.896,0.126,1.0,0.993
WDR82,Stim8hr,Repro-promoted,DPYSL2,1.269,0.219,1.097,0.204,1.0,0.994
WDR82,Stim8hr,Repro-promoted,ADA2,1.064,0.224,0.914,0.208,1.0,0.944
WDR82,Stim8hr,Repro-promoted,LGALS1,-1.105,0.187,-0.992,0.177,0.0,0.989
WDR82,Stim8hr,Repro-promoted,APOBEC3H,1.102,0.244,0.924,0.223,1.0,0.936
WDR82,Stim8hr,Repro-promoted,NCF4,0.967,0.223,0.832,0.207,1.0,0.883
WDR82,Stim8hr,Repro-promoted,GZMH,1.296,0.341,0.94,0.29,0.999,0.889
WDR82,Stim8hr,Repro-promoted,GZMB,-0.905,0.212,-0.789,0.198,0.0,0.848
WDR82,Stim8hr,Repro-promoted,ASB2,2.148,0.35,1.534,0.296,1.0,0.999
WDR82,Stim8hr,Repro-promoted,NDRG3,-0.8,0.162,-0.737,0.155,0.0,0.836
WDR82,Stim8hr,Repro-promoted,POLI,1.179,0.164,1.085,0.157,1.0,0.999
WDR82,Stim8hr,Repro-promoted,PHEX,1.934,0.514,1.038,0.377,0.997,0.885
WDR82,Stim8hr,Repro-promoted,PLAT,2.185,0.312,1.658,0.272,1.0,1.0
WDR82,Stim8hr,Repro-promoted,STK3,0.879,0.21,0.768,0.197,1.0,0.824
WDR82,Stim8hr,Repro-promoted,NCALD,-1.185,0.254,-0.979,0.231,0.0,0.956
